age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
30,Local-gov,616745,HS-grad,4,Separated,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,67,Philippines,<=50K
46,Federal-gov,514774,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,7688,0,40,Philippines,<=50K
81,?,894294,7th-8th,13,Married-civ-spouse,Other-service,Not-in-family,Other,Male,0,0,99,Mexico,<=50K
31,State-gov,82534,12th,15,Widowed,Handlers-cleaners,Not-in-family,Black,Female,0,0,1,Germany,<=50K
84,Self-emp-inc,159497,Prof-school,16,Divorced,Handlers-cleaners,Wife,Asian-Pac-Islander,Male,0,0,84,Mexico,<=50K
57,Local-gov,987173,Masters,15,Married-civ-spouse,Sales,Other-relative,Other,Male,0,0,38,Philippines,<=50K
50,?,529402,Bachelors,9,Married-civ-spouse,Sales,Not-in-family,Other,Female,0,0,12,Canada,<=50K
40,Federal-gov,295192,Bachelors,14,Divorced,Craft-repair,Unmarried,Other,Female,0,0,32,Mexico,<=50K
49,Without-pay,487927,Prof-school,5,Married-civ-spouse,?,Own-child,Other,Female,0,0,43,Germany,>50K
59,?,142897,Prof-school,13,Married-civ-spouse,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,0,0,88,?,<=50K
44,Self-emp-not-inc,383800,Masters,8,Separated,Tech-support,Not-in-family,Black,Male,0,0,63,?,<=50K
83,Local-gov,453533,Bachelors,3,Never-married,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,0,0,55,Mexico,<=50K
41,?,580011,Some-college,8,Never-married,Other-service,Not-in-family,Other,Female,0,0,47,?,<=50K
87,?,642110,Assoc-acdm,13,Separated,Prof-specialty,Not-in-family,Black,Male,0,0,82,Philippines,<=50K
65,Local-gov,771192,7th-8th,12,Married-civ-spouse,?,Wife,Other,Female,0,0,56,Philippines,<=50K
29,Self-emp-not-inc,537696,Assoc-acdm,9,Widowed,Craft-repair,Wife,Other,Male,0,0,57,Philippines,>50K
62,State-gov,337876,9th,2,Widowed,Sales,Not-in-family,Black,Female,0,0,65,Germany,>50K
82,Without-pay,515233,HS-grad,11,Never-married,Tech-support,Husband,Black,Male,0,0,57,?,>50K
75,Private,681373,Assoc-acdm,11,Married-spouse-absent,Craft-repair,Wife,Amer-Indian-Eskimo,Male,0,0,72,Canada,>50K
33,?,167385,Bachelors,3,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,0,0,6,United-States,<=50K
25,?,269570,Assoc-voc,8,Widowed,Tech-support,Husband,Amer-Indian-Eskimo,Male,0,0,5,Mexico,>50K
29,Self-emp-not-inc,731551,Masters,6,Never-married,Tech-support,Not-in-family,Black,Male,0,0,42,?,<=50K
30,Self-emp-not-inc,526294,9th,9,Widowed,?,Not-in-family,Other,Male,0,0,92,Germany,<=50K
48,Without-pay,929838,Some-college,9,Divorced,Tech-support,Other-relative,Asian-Pac-Islander,Male,0,0,26,Germany,<=50K
27,?,579573,9th,2,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,4356,49,Philippines,>50K
90,Private,255312,12th,12,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,0,0,46,Philippines,<=50K
56,Private,319539,HS-grad,1,Married-spouse-absent,Other-service,Other-relative,White,Male,0,0,42,Germany,<=50K
21,State-gov,308926,11th,12,Widowed,Tech-support,Wife,Black,Male,0,0,34,?,<=50K
44,?,453596,HS-grad,3,Separated,Other-service,Own-child,White,Female,0,0,33,United-States,<=50K
46,Self-emp-not-inc,680083,Prof-school,15,Never-married,Handlers-cleaners,Own-child,Other,Female,0,0,21,Philippines,<=50K
69,Without-pay,699702,Masters,15,Separated,Tech-support,Wife,Black,Male,0,0,43,Mexico,>50K
39,Private,998945,9th,11,Never-married,Craft-repair,Not-in-family,Other,Female,0,0,9,United-States,<=50K
53,Without-pay,581786,Some-college,16,Widowed,Sales,Other-relative,White,Female,0,0,69,?,<=50K
58,?,953410,Some-college,6,Divorced,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,0,0,72,?,<=50K
29,?,813754,Masters,1,Widowed,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,80,Mexico,<=50K
35,Local-gov,176569,Some-college,1,Never-married,Handlers-cleaners,Unmarried,Other,Female,0,0,93,?,<=50K
34,Self-emp-inc,163583,Bachelors,16,Married-civ-spouse,Exec-managerial,Not-in-family,Other,Female,0,0,79,United-States,<=50K
54,Without-pay,13843,Assoc-acdm,10,Divorced,?,Husband,Other,Male,0,0,95,Canada,<=50K
26,Self-emp-not-inc,189069,Assoc-acdm,12,Never-married,Machine-op-inspct,Husband,Other,Female,0,0,83,Philippines,>50K
57,Self-emp-not-inc,502832,Bachelors,1,Never-married,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,14,Mexico,<=50K
19,Private,481179,12th,6,Widowed,Craft-repair,Husband,White,Male,0,0,75,Canada,<=50K
67,Without-pay,226734,Masters,10,Never-married,?,Unmarried,Amer-Indian-Eskimo,Male,0,0,67,Philippines,<=50K
74,Without-pay,862459,7th-8th,14,Widowed,Prof-specialty,Own-child,Other,Male,0,0,10,Canada,>50K
49,?,182974,HS-grad,11,Married-spouse-absent,Craft-repair,Other-relative,Other,Male,7688,0,8,?,<=50K
56,Self-emp-not-inc,281601,Assoc-voc,3,Never-married,Prof-specialty,Other-relative,White,Female,0,0,53,United-States,<=50K
